INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-03-02T04:00:00-00:00,2024-03-02T05:00:00-00:00,1,2024-03-01,21,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3126.45,DAM,3
2024-03-02T00:00:00-00:00,2024-03-02T01:00:00-00:00,1,2024-03-01,17,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3021.98,DAM,3
2024-03-01T08:00:00-00:00,2024-03-01T09:00:00-00:00,1,2024-03-01,1,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2692.42,DAM,3
2024-03-02T07:00:00-00:00,2024-03-02T08:00:00-00:00,1,2024-03-01,24,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2744.06,DAM,3
2024-03-02T05:00:00-00:00,2024-03-02T06:00:00-00:00,1,2024-03-01,22,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2984.98,DAM,3
2024-03-02T01:00:00-00:00,2024-03-02T02:00:00-00:00,1,2024-03-01,18,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3167.76,DAM,3
2024-03-01T18:00:00-00:00,2024-03-01T19:00:00-00:00,1,2024-03-01,11,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2282.34,DAM,3
2024-03-01T14:00:00-00:00,2024-03-01T15:00:00-00:00,1,2024-03-01,7,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3383.41,DAM,3
2024-03-02T02:00:00-00:00,2024-03-02T03:00:00-00:00,1,2024-03-01,19,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,3217.43,DAM,3
2024-03-01T23:00:00-00:00,2024-03-02T00:00:00-00:00,1,2024-03-01,16,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2798.97,DAM,3
2024-03-01T22:00:00-00:00,2024-03-01T23:00:00-00:00,1,2024-03-01,15,0,DAM,AZPS,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,2511.65,DAM,3
2024-03-01T10:00:00-00:00,2024-03-01T11:00:00-00:00,1,2024-03-01,3,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1386.25,DAM,4
2024-03-01T21:00:00-00:00,2024-03-01T22:00:00-00:00,1,2024-03-01,14,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1759.44,DAM,4
2024-03-01T09:00:00-00:00,2024-03-01T10:00:00-00:00,1,2024-03-01,2,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1414.61,DAM,4
2024-03-01T17:00:00-00:00,2024-03-01T18:00:00-00:00,1,2024-03-01,10,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1833,DAM,4
2024-03-01T14:00:00-00:00,2024-03-01T15:00:00-00:00,1,2024-03-01,7,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1704.52,DAM,4
2024-03-01T11:00:00-00:00,2024-03-01T12:00:00-00:00,1,2024-03-01,4,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1388.88,DAM,4
2024-03-01T22:00:00-00:00,2024-03-01T23:00:00-00:00,1,2024-03-01,15,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1749.72,DAM,4
2024-03-02T00:00:00-00:00,2024-03-02T01:00:00-00:00,1,2024-03-01,17,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1753.2,DAM,4
2024-03-01T13:00:00-00:00,2024-03-01T14:00:00-00:00,1,2024-03-01,6,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1544.18,DAM,4
2024-03-01T18:00:00-00:00,2024-03-01T19:00:00-00:00,1,2024-03-01,11,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1828.96,DAM,4
2024-03-01T19:00:00-00:00,2024-03-01T20:00:00-00:00,1,2024-03-01,12,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1807.81,DAM,4
2024-03-02T01:00:00-00:00,2024-03-02T02:00:00-00:00,1,2024-03-01,18,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1795.1,DAM,4
2024-03-01T23:00:00-00:00,2024-03-02T00:00:00-00:00,1,2024-03-01,16,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1735.72,DAM,4
2024-03-02T04:00:00-00:00,2024-03-02T05:00:00-00:00,1,2024-03-01,21,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1816.67,DAM,4
2024-03-02T05:00:00-00:00,2024-03-02T06:00:00-00:00,1,2024-03-01,22,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1744.3,DAM,4
2024-03-02T06:00:00-00:00,2024-03-02T07:00:00-00:00,1,2024-03-01,23,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1648.96,DAM,4
2024-03-02T07:00:00-00:00,2024-03-02T08:00:00-00:00,1,2024-03-01,24,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1554.22,DAM,4
2024-03-01T12:00:00-00:00,2024-03-01T13:00:00-00:00,1,2024-03-01,5,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1433.79,DAM,4
2024-03-02T02:00:00-00:00,2024-03-02T03:00:00-00:00,1,2024-03-01,19,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1867,DAM,4
2024-03-02T03:00:00-00:00,2024-03-02T04:00:00-00:00,1,2024-03-01,20,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1854.02,DAM,4
2024-03-01T08:00:00-00:00,2024-03-01T09:00:00-00:00,1,2024-03-01,1,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1460.25,DAM,4
2024-03-01T15:00:00-00:00,2024-03-01T16:00:00-00:00,1,2024-03-01,8,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1796.96,DAM,4
2024-03-01T20:00:00-00:00,2024-03-01T21:00:00-00:00,1,2024-03-01,13,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1790.58,DAM,4
2024-03-01T16:00:00-00:00,2024-03-01T17:00:00-00:00,1,2024-03-01,9,0,DAM,BANC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,1822.59,DAM,4
2024-03-01T11:00:00-00:00,2024-03-01T12:00:00-00:00,1,2024-03-01,4,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,232.75,DAM,5
2024-03-01T22:00:00-00:00,2024-03-01T23:00:00-00:00,1,2024-03-01,15,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,258.7,DAM,5
2024-03-01T10:00:00-00:00,2024-03-01T11:00:00-00:00,1,2024-03-01,3,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,233.79,DAM,5
2024-03-01T19:00:00-00:00,2024-03-01T20:00:00-00:00,1,2024-03-01,12,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,262.58,DAM,5
2024-03-01T09:00:00-00:00,2024-03-01T10:00:00-00:00,1,2024-03-01,2,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,237.92,DAM,5
2024-03-01T17:00:00-00:00,2024-03-01T18:00:00-00:00,1,2024-03-01,10,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,269.43,DAM,5
2024-03-01T18:00:00-00:00,2024-03-01T19:00:00-00:00,1,2024-03-01,11,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,265.8,DAM,5
2024-03-02T01:00:00-00:00,2024-03-02T02:00:00-00:00,1,2024-03-01,18,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,276.87,DAM,5
2024-03-02T07:00:00-00:00,2024-03-02T08:00:00-00:00,1,2024-03-01,24,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,253.07,DAM,5
2024-03-01T13:00:00-00:00,2024-03-01T14:00:00-00:00,1,2024-03-01,6,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,248.5,DAM,5
2024-03-01T15:00:00-00:00,2024-03-01T16:00:00-00:00,1,2024-03-01,8,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,273.1,DAM,5
2024-03-01T20:00:00-00:00,2024-03-01T21:00:00-00:00,1,2024-03-01,13,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,262.19,DAM,5
2024-03-01T23:00:00-00:00,2024-03-02T00:00:00-00:00,1,2024-03-01,16,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,258.64,DAM,5
2024-03-01T14:00:00-00:00,2024-03-01T15:00:00-00:00,1,2024-03-01,7,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,264.03,DAM,5
2024-03-01T16:00:00-00:00,2024-03-01T17:00:00-00:00,1,2024-03-01,9,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,272.63,DAM,5
2024-03-01T21:00:00-00:00,2024-03-01T22:00:00-00:00,1,2024-03-01,14,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,260.79,DAM,5
2024-03-02T03:00:00-00:00,2024-03-02T04:00:00-00:00,1,2024-03-01,20,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,287.91,DAM,5
2024-03-02T02:00:00-00:00,2024-03-02T03:00:00-00:00,1,2024-03-01,19,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,285.09,DAM,5
2024-03-02T04:00:00-00:00,2024-03-02T05:00:00-00:00,1,2024-03-01,21,0,DAM,BANCMID,Demand Forecast Day Ahead,SYS_FCST_DA_MW,2.8,286.4,DAM,5
